Date,SPX,DJX,VIX,VXD
2015/11/27,2090.110107,17813.39063,15.12,15.13
2015/11/25,2088.870117,17813.39063,15.19,14.79
2015/11/24,2089.139893,17812.18945,15.93,15.3
2015/11/23,2086.590088,17792.67969,15.62,15.15
2015/11/20,2089.169922,17823.81055,15.47,14.92
2015/11/19,2081.23999,17732.75,16.99,16.18
2015/11/18,2083.580078,17737.16016,16.85,16.36
2015/11/17,2050.439941,17489.5,18.84,17.8
2015/11/16,2053.189941,17483.00977,18.16,17.42
2015/11/13,2023.040039,17245.24023,20.08,19.17
2015/11/12,2045.969971,17448.07031,18.370001,17.55
2015/11/11,2075,17702.2207,16.059999,15.69
2015/11/10,2081.719971,17758.21094,15.29,15.26
2015/11/9,2078.580078,17730.48047,16.52,15.99
2015/11/6,2099.199951,17910.33008,14.33,14.2
2015/11/5,2099.929932,17863.42969,15.05,14.92
2015/11/4,2102.310059,17867.58008,15.51,15.27
2015/11/3,2109.790039,17918.15039,14.54,14.54
2015/11/2,2104.050049,17828.75977,14.15,14.29
2015/10/30,2079.360107,17663.53906,15.07,15.08
2015/10/29,2089.409912,17755.80078,14.61,14.62
2015/10/28,2090.350098,17779.51953,14.33,14.42
2015/10/27,2065.889893,17581.42969,15.43,15.33
2015/10/26,2071.179932,17623.05078,15.29,15
2015/10/23,2075.149902,17646.69922,14.46,14.19
2015/10/22,2052.51001,17489.16016,14.45,14.25
2015/10/21,2018.939941,17168.60938,16.700001,15.72
2015/10/20,2030.77002,17217.10938,15.75,14.72
2015/10/19,2033.660034,17230.53906,14.98,14.14
2015/10/16,2033.109985,17215.9707,15.05,14.37
2015/10/15,2023.859985,17141.75,16.049999,14.7
2015/10/14,1994.23999,16924.75,18.030001,16.42
2015/10/13,2003.689941,17081.89063,17.67,16.2
2015/10/12,2017.459961,17131.85938,16.17,14.59
2015/10/9,2014.890015,17084.49023,17.08,16.56
2015/10/8,2013.430054,17050.75,17.42,16.96
2015/10/7,1995.829956,16912.28906,18.4,17.64
2015/10/6,1979.920044,16790.18945,19.4,18.52
2015/10/5,1987.050049,16776.42969,19.540001,18.87
2015/10/2,1951.359985,16472.36914,20.940001,19.95
2015/10/1,1923.819946,16272.00977,22.549999,21.59
2015/9/30,1920.030029,16284.7002,24.5,22.53
2015/9/29,1884.089966,16049.12988,26.83,24.43
2015/9/28,1881.77002,16001.88965,27.629999,25.06
2015/9/25,1931.339966,16314.66992,23.620001,21.94
2015/9/24,1932.23999,16201.32031,23.469999,22.12
2015/9/23,1938.76001,16279.88965,22.129999,20.8
2015/9/22,1942.73999,16330.46973,22.440001,21.14
2015/9/21,1966.969971,16510.18945,20.139999,19.4
2015/9/18,1958.030029,16384.58008,22.280001,21.36
2015/9/17,1990.199951,16674.74023,21.139999,21.44
2015/9/16,1995.310059,16739.94922,21.35,20.51
2015/9/15,1978.089966,16599.84961,22.540001,21.87
2015/9/14,1953.030029,16370.95996,24.25,23.5
2015/9/11,1961.050049,16433.08984,23.200001,23
2015/9/10,1952.290039,16330.40039,24.370001,24.77
2015/9/9,1942.040039,16253.57031,26.23,25.4
2015/9/8,1969.410034,16492.67969,24.9,24.86
2015/9/4,1921.219971,16102.37988,27.799999,26.92
2015/9/3,1951.130005,16374.75977,25.610001,24.83
2015/9/2,1948.859985,16351.37988,26.09,25.2
2015/9/1,1913.849976,16058.34961,31.4,29.8
2015/8/31,1972.180054,16528.0293,28.43,27.01
2015/8/28,1988.869995,16643.00977,26.049999,25.31
2015/8/27,1987.660034,16654.76953,26.1,25.51
2015/8/26,1940.51001,16285.50977,30.32,29.61
2015/8/25,1867.609985,15666.44043,36.02,34.51
2015/8/24,1893.209961,15871.34961,40.740002,33.11
2015/8/21,1970.890015,16459.75,28.030001,28.03
2015/8/20,2035.72998,16990.68945,19.139999,19.73
2015/8/19,2079.610107,17348.73047,15.25,15.68
2015/8/18,2096.919922,17511.33984,13.79,14.3
2015/8/17,2102.439941,17545.17969,13.02,13.81
2015/8/14,2091.540039,17477.40039,12.83,14.13
2015/8/13,2083.389893,17408.25,13.49,14.67
2015/8/12,2086.050049,17402.50977,13.61,15.63
2015/8/11,2084.070068,17402.83984,13.71,15.3
2015/8/10,2104.179932,17615.16992,12.23,13.7
2015/8/7,2077.570068,17373.38086,13.39,14.67
2015/8/6,2083.560059,17419.75,13.77,14.76
2015/8/5,2099.840088,17540.4707,12.51,13.76
2015/8/4,2093.320068,17550.68945,13,13.95
2015/8/3,2098.040039,17598.19922,12.56,13.62
2015/7/31,2103.840088,17689.85938,12.12,12.96
2015/7/30,2108.629883,17745.98047,12.13,12.96
2015/7/29,2108.570068,17751.39063,12.5,13.28
2015/7/28,2093.25,17630.26953,13.44,14.1
2015/7/27,2067.639893,17440.58984,15.6,15.79
2015/7/24,2079.649902,17568.5293,13.74,13.99
2015/7/23,2102.149902,17731.91992,12.64,13.37
2015/7/22,2114.149902,17851.03906,12.12,12.69
2015/7/21,2119.209961,17919.28906,12.22,12.8
2015/7/20,2128.280029,18100.41016,12.25,12.79
2015/7/17,2126.639893,18086.44922,11.95,12.11
2015/7/16,2124.290039,18120.25,12.11,12.31
2015/7/15,2107.399902,18050.16992,13.23,13.05
2015/7/14,2108.949951,18053.58008,13.37,13.03
2015/7/13,2099.600098,17977.67969,13.9,13.66
2015/7/10,2076.620117,17760.41016,16.83,16.84
2015/7/9,2051.310059,17548.61914,19.969999,19.17
2015/7/8,2046.680054,17515.41992,19.66,19.24
2015/7/7,2081.340088,17776.91016,16.09,16.27
2015/7/6,2068.76001,17683.58008,17.01,17.09
2015/7/2,2076.780029,17730.10938,16.790001,17
2015/7/1,2077.419922,17757.91016,16.09,16.39
2015/6/30,2063.110107,17619.50977,18.23,18.3
2015/6/29,2057.639893,17596.34961,18.85,18.69
2015/6/26,2101.48999,17946.67969,14.02,14.15
2015/6/25,2102.310059,17890.35938,14.01,14.38
2015/6/24,2108.580078,17966.07031,13.26,13.63
2015/6/23,2124.199951,18144.07031,12.11,12.47
2015/6/22,2122.850098,18119.7793,12.74,12.97
2015/6/19,2109.98999,18015.94922,13.96,13.82
2015/6/18,2121.23999,18115.83984,13.19,13.45
2015/6/17,2100.439941,17935.74023,14.5,14.57
2015/6/16,2096.290039,17904.48047,14.81,14.92
2015/6/15,2084.429932,17791.16992,15.39,15.38
2015/6/12,2094.110107,17898.83984,13.78,13.85
2015/6/11,2108.860107,18039.36914,12.85,13.15
2015/6/10,2105.199951,18000.40039,13.22,13.56
2015/6/9,2080.149902,17764.03906,14.47,14.96
2015/6/8,2079.280029,17766.55078,15.29,15.34
2015/6/5,2092.830078,17849.46094,14.21,14.66
2015/6/4,2095.840088,17905.58008,14.71,15.06
2015/6/3,2114.070068,18076.26953,13.66,13.83
2015/6/2,2109.600098,18011.93945,14.24,14.37
2015/6/1,2111.72998,18040.36914,13.97,14.14
2015/5/29,2107.389893,18010.67969,13.84,13.92
2015/5/28,2120.790039,18126.11914,13.31,13.58
2015/5/27,2123.47998,18162.99023,13.27,13.51
2015/5/26,2104.199951,18041.53906,14.06,14.14
2015/5/22,2126.060059,18232.01953,12.13,12.59
2015/5/21,2130.820068,18285.74023,12.11,12.46
2015/5/20,2125.850098,18285.40039,12.88,12.87
2015/5/19,2127.830078,18312.39063,12.85,12.82
2015/5/18,2129.199951,18298.88086,12.73,12.85
2015/5/15,2122.72998,18272.56055,12.38,12.44
2015/5/14,2121.100098,18252.24023,12.74,12.9
2015/5/13,2098.47998,18060.49023,13.76,13.7
2015/5/12,2099.120117,18068.23047,13.86,13.8
2015/5/11,2105.330078,18105.16992,13.85,13.84
2015/5/8,2116.100098,18191.10938,12.86,13.54
2015/5/7,2088,17924.06055,15.13,15.37
2015/5/6,2080.149902,17841.98047,15.15,15.45
2015/5/5,2089.459961,17928.19922,14.31,14.82
2015/5/4,2114.48999,18070.40039,12.85,13.88
2015/5/1,2108.290039,18024.06055,12.7,13.79
2015/4/30,2085.51001,17840.51953,14.55,15.09
2015/4/29,2106.850098,18035.5293,13.39,14.1
2015/4/28,2114.76001,18110.14063,12.41,13.38
2015/4/27,2108.919922,18037.9707,13.12,13.96
2015/4/24,2117.689941,18080.14063,12.29,13.3
2015/4/23,2112.929932,18058.68945,12.48,13.39
2015/4/22,2107.959961,18038.26953,12.71,13.52
2015/4/21,2097.290039,17949.58984,13.25,13.77
2015/4/20,2100.399902,18034.92969,13.3,13.45
2015/4/17,2081.179932,17826.30078,13.89,14.27
2015/4/16,2104.98999,18105.76953,12.6,12.81
2015/4/15,2106.629883,18112.60938,12.84,13.23
2015/4/14,2095.840088,18036.69922,13.67,13.93
2015/4/13,2092.429932,17977.03906,13.94,14.49
2015/4/10,2102.060059,18057.65039,12.58,13.34
2015/4/9,2091.179932,17958.73047,13.09,13.75
2015/4/8,2081.899902,17902.50977,13.98,14.34
2015/4/7,2076.330078,17875.41992,14.78,14.79
2015/4/6,2080.620117,17880.84961,14.74,14.86
2015/4/2,2066.959961,17763.24023,14.67,15.04
2015/4/1,2059.689941,17698.17969,15.11,15.25
2015/3/31,2067.889893,17776.11914,15.29,15.41
2015/3/30,2086.23999,17976.31055,14.51,14.48
2015/3/27,2061.02002,17712.66016,15.07,15.06
2015/3/26,2056.149902,17678.23047,15.8,15.52
2015/3/25,2061.050049,17718.53906,15.44,15.38
2015/3/24,2091.5,18011.14063,13.62,13.64
2015/3/23,2104.419922,18116.03906,13.41,13.42
2015/3/20,2108.100098,18127.65039,13.02,13.03
2015/3/19,2089.27002,17959.0293,14.07,13.94
2015/3/18,2099.5,18076.18945,13.97,13.79
2015/3/17,2074.280029,17849.08008,15.66,15.42
2015/3/16,2081.189941,17977.41992,15.61,15.3
2015/3/13,2053.399902,17749.31055,16,15.44
2015/3/12,2065.949951,17895.2207,15.42,14.84
2015/3/11,2040.23999,17635.39063,16.870001,16.14
2015/3/10,2044.160034,17662.93945,16.690001,15.67
2015/3/9,2079.429932,17995.7207,15.06,14.35
2015/3/6,2071.26001,17856.7793,15.2,14.7
2015/3/5,2101.040039,18135.7207,14.04,13.6
2015/3/4,2098.530029,18096.90039,14.23,13.89
2015/3/3,2107.780029,18203.36914,13.86,13.47
2015/3/2,2117.389893,18288.63086,13.04,12.96
2015/2/27,2104.5,18132.69922,13.34,13.23
2015/2/26,2110.73999,18214.41992,13.91,13.31
2015/2/25,2113.860107,18224.57031,13.84,13.18
2015/2/24,2115.47998,18209.18945,13.69,13.05
2015/2/23,2109.659912,18116.83984,14.56,14.03
2015/2/20,2110.300049,18140.43945,14.3,13.88
2015/2/19,2097.449951,17985.76953,15.29,14.97
2015/2/18,2099.679932,18029.84961,15.45,15.16
2015/2/17,2100.340088,18047.58008,15.8,15.48
2015/2/13,2096.98999,18019.34961,14.69,14.85
2015/2/12,2088.47998,17972.38086,15.34,15.8
2015/2/11,2068.530029,17862.14063,16.959999,16.94
2015/2/10,2068.590088,17868.75977,17.23,17.03
2015/2/9,2046.73999,17729.21094,18.549999,17.94
2015/2/6,2055.469971,17824.28906,17.290001,16.97
2015/2/5,2062.52002,17884.88086,16.85,16.48
2015/2/4,2041.51001,17673.01953,18.33,17.51
2015/2/3,2050.030029,17666.40039,17.33,16.94
2015/2/2,2020.849976,17361.03906,19.43,18.86
2015/1/30,1994.98999,17164.94922,20.969999,19.95
2015/1/29,2021.25,17416.84961,18.76,16.8
2015/1/28,2002.160034,17191.36914,20.440001,19.34
2015/1/27,2029.550049,17387.21094,17.219999,16.85
2015/1/26,2057.090088,17678.69922,15.52,15.08
2015/1/23,2051.820068,17672.59961,16.66,15.84
2015/1/22,2063.149902,17813.98047,16.4,15.43
2015/1/21,2032.119995,17554.2793,18.85,17.64
2015/1/20,2022.550049,17515.23047,19.889999,18.44
2015/1/16,2019.420044,17511.57031,20.950001,18.27
2015/1/15,1992.670044,17320.71094,22.389999,19
2015/1/14,2011.27002,17427.08984,21.48,18.53
2015/1/13,2023.030029,17613.67969,20.559999,17.61
2015/1/12,2028.26001,17640.83984,19.6,17.01
2015/1/9,2044.810059,17737.36914,17.549999,16.27
2015/1/8,2062.139893,17907.86914,17.01,15.77
2015/1/7,2025.900024,17584.51953,19.309999,17.32
2015/1/6,2002.609985,17371.64063,21.120001,18.46
2015/1/5,2020.579956,17501.65039,19.92,17.88
2015/1/2,2058.199951,17832.99023,17.790001,16.07
2014/12/31,2058.899902,17823.07031,19.200001,16.63
2014/12/30,2080.350098,17983.07031,15.92,14.81
2014/12/29,2090.570068,18038.23047,15.06,14.49
2014/12/26,2088.77002,18053.71094,14.5,14.01
2014/12/24,2081.879883,18030.21094,14.37,14.22
2014/12/23,2082.169922,18024.16992,14.8,14.12
2014/12/22,2078.540039,17959.43945,15.25,14.3
2014/12/19,2070.649902,17804.80078,16.49,16.05
2014/12/18,2061.22998,17778.15039,16.809999,16.39
2014/12/17,2012.890015,17356.86914,19.440001,19.19
2014/12/16,1972.73999,17068.86914,23.57,21.48
2014/12/15,1989.630005,17180.83984,20.42,19.39
2014/12/12,2002.329956,17280.83008,21.08,20.45
2014/12/11,2035.329956,17596.33984,20.08,18.75
2014/12/10,2026.140015,17533.15039,18.530001,17.51
2014/12/9,2059.820068,17801.19922,15.35,14.92
2014/12/8,2060.310059,17852.48047,14.21,14.25
2014/12/5,2075.370117,17958.78906,11.89,11.98
2014/12/4,2071.919922,17900.09961,12.38,13
2014/12/3,2074.330078,17912.61914,12.5,13.07
2014/12/2,2066.550049,17879.55078,12.85,13.28
2014/12/1,2053.439941,17776.80078,14.16,14.13
2014/11/28,2067.560059,17828.24023,13.33,13.27
2014/11/26,2072.830078,17827.75,12.07,12.19
2014/11/25,2067.030029,17814.93945,12.25,12.15
2014/11/24,2069.409912,17817.90039,12.62,12.37
2014/11/21,2063.5,17810.06055,12.9,12.57
2014/11/20,2052.75,17719,13.58,13.12
2014/11/19,2048.719971,17685.73047,13.96,13.49
2014/11/18,2051.800049,17687.82031,13.86,13.22
2014/11/17,2041.319946,17647.75,13.99,13.2
2014/11/14,2039.819946,17634.74023,13.31,12.82
2014/11/13,2039.329956,17652.78906,13.79,12.85
2014/11/12,2038.25,17612.19922,13.02,12.85
2014/11/11,2039.680054,17614.90039,12.92,12.61
2014/11/10,2038.26001,17613.74023,12.67,12.44
2014/11/7,2031.920044,17573.92969,13.12,12.61
2014/11/6,2031.209961,17554.4707,13.67,13.14
2014/11/5,2023.569946,17484.5293,14.17,13.46
2014/11/4,2012.099976,17383.83984,14.89,14.02
2014/11/3,2017.810059,17366.24023,14.73,13.99
2014/10/31,2018.050049,17390.51953,14.03,13.21
2014/10/30,1994.650024,17195.41992,14.52,13.53
2014/10/29,1982.300049,16974.31055,15.15,13.73
2014/10/28,1985.050049,17005.75,14.39,13.71
2014/10/27,1961.630005,16817.93945,16.040001,14.97
2014/10/24,1964.579956,16805.41016,16.110001,14.91
2014/10/23,1950.819946,16677.90039,16.530001,15.27
2014/10/22,1927.109985,16461.32031,17.870001,16.23
2014/10/21,1941.280029,16614.81055,16.08,14.69
2014/10/20,1904.01001,16399.66992,18.57,16.78
2014/10/17,1886.76001,16380.41016,21.99,17.06
2014/10/16,1862.76001,16117.24023,25.200001,19.63
2014/10/15,1862.48999,16141.74023,25.27,17.4
2014/10/14,1877.699951,16315.19043,22.790001,15.92
2014/10/13,1874.73999,16321.07031,24.639999,16.66
2014/10/10,1906.130005,16544.09961,21.24,17.11
2014/10/9,1928.209961,16659.25,18.76,15.7
2014/10/8,1968.890015,16994.2207,15.11,13.36
2014/10/7,1935.099976,16719.39063,17.200001,14.86
2014/10/6,1964.819946,16991.91016,15.46,13.36
2014/10/3,1967.900024,17009.68945,14.55,12.98
2014/10/2,1946.170044,16801.05078,16.16,14.19
2014/10/1,1946.160034,16804.71094,16.709999,14.76
2014/9/30,1972.290039,17042.90039,16.309999,14.33
2014/9/29,1977.800049,17071.2207,15.98,13.93
2014/9/26,1982.849976,17113.15039,14.85,13.25
2014/9/25,1965.98999,16945.80078,15.64,14.02
2014/9/24,1998.300049,17210.06055,13.27,12.01
2014/9/23,1982.77002,17055.86914,14.93,13.39
2014/9/22,1994.290039,17172.67969,13.69,12.17
2014/9/19,2010.400024,17279.74023,12.11,11.03
2014/9/18,2011.359985,17265.99023,12.03,10.99
2014/9/17,2001.569946,17156.84961,12.65,11.77
2014/9/16,1998.97998,17131.9707,12.73,12.31
2014/9/15,1984.130005,17031.14063,14.12,13.12
2014/9/12,1985.540039,16987.50977,13.31,12.64
2014/9/11,1997.449951,17049,12.8,12.27
2014/9/10,1995.689941,17068.71094,12.88,12.32
2014/9/9,1988.439941,17013.86914,13.5,12.61
2014/9/8,2001.540039,17111.41992,12.66,11.89
2014/9/5,2007.709961,17137.35938,12.09,11.5
2014/9/4,1997.650024,17069.58008,12.64,12.04
2014/9/3,2000.719971,17078.2793,12.36,11.79
2014/9/2,2002.280029,17067.56055,12.25,11.74
2014/8/29,2003.369995,17098.44922,12.09,11.37
2014/8/28,1996.73999,17079.57031,12.05,11.05
2014/8/27,2000.119995,17122.00977,11.78,10.7
2014/8/26,2000.02002,17106.69922,11.63,10.69
2014/8/25,1997.920044,17076.86914,11.7,10.83
2014/8/22,1988.400024,17001.2207,11.47,10.75
2014/8/21,1992.369995,17039.49023,11.76,10.73
2014/8/20,1986.51001,16979.13086,11.78,10.98
2014/8/19,1981.599976,16919.58984,12.21,11.2
2014/8/18,1971.73999,16838.74023,12.32,11.47
2014/8/15,1955.060059,16662.91016,13.15,12.83
2014/8/14,1955.180054,16713.58008,12.42,11.77
2014/8/13,1946.719971,16651.80078,12.9,12.37
2014/8/12,1933.75,16560.53906,14.13,13.51
2014/8/11,1936.920044,16569.98047,14.23,13.71
2014/8/8,1931.589966,16553.92969,15.77,14.8
2014/8/7,1909.569946,16368.26953,16.66,15.63
2014/8/6,1920.23999,16443.33984,16.370001,15.2
2014/8/5,1920.209961,16429.4707,16.870001,15.73
2014/8/4,1938.98999,16569.2793,15.12,14.48
2014/8/1,1925.150024,16493.36914,17.030001,16.11
2014/7/31,1930.670044,16563.30078,16.950001,15.74
2014/7/30,1970.069946,16880.35938,13.33,12.7
2014/7/29,1969.949951,16912.10938,13.28,12.56
2014/7/28,1978.910034,16982.58984,12.56,12.01
2014/7/25,1978.339966,16960.57031,12.69,12.04
2014/7/24,1987.97998,17083.80078,11.84,11.39
2014/7/23,1987.01001,17086.63086,11.52,11.3
2014/7/22,1983.530029,17113.53906,12.24,11.43
2014/7/21,1973.630005,17051.73047,12.81,12.01
2014/7/18,1978.219971,17100.17969,12.06,11.59
2014/7/17,1958.119995,16976.81055,14.54,13.35
2014/7/16,1981.569946,17138.19922,11,10.3
2014/7/15,1973.280029,17060.67969,11.96,11.16
2014/7/14,1977.099976,17055.41992,11.82,10.82
2014/7/11,1967.569946,16943.81055,12.08,11.21
2014/7/10,1964.680054,16915.07031,12.59,11.75
2014/7/9,1972.829956,16985.60938,11.65,10.79
2014/7/8,1963.709961,16906.61914,11.98,11.21
2014/7/7,1977.650024,17024.21094,11.33,10.75
2014/7/3,1985.439941,17068.25977,10.32,9.71
2014/7/2,1974.619995,16976.24023,10.82,10.18
2014/7/1,1973.319946,16956.07031,11.15,10.47
2014/6/30,1960.22998,16826.59961,11.57,11.06
2014/6/27,1960.959961,16851.83984,11.26,11.02
2014/6/26,1957.219971,16846.13086,11.63,11.15
2014/6/25,1959.530029,16867.50977,11.59,11.02
2014/6/24,1949.97998,16818.13086,12.13,11.17
2014/6/23,1962.609985,16937.25977,10.98,10.19
2014/6/20,1962.869995,16947.08008,10.85,10.6
2014/6/19,1959.47998,16921.46094,10.62,10.44
2014/6/18,1956.97998,16906.61914,10.61,10.58
2014/6/17,1941.98999,16808.49023,12.06,11.96
2014/6/16,1937.780029,16781.00977,12.65,12.27
2014/6/13,1936.160034,16775.74023,12.18,11.79
2014/6/12,1930.109985,16734.18945,12.56,11.97
2014/6/11,1943.890015,16843.88086,11.6,11.25
2014/6/10,1950.790039,16945.91992,10.99,10.68
2014/6/9,1951.27002,16943.09961,11.15,10.72
2014/6/6,1949.439941,16924.2793,10.73,10.48
2014/6/5,1940.459961,16836.10938,11.68,11.27
2014/6/4,1927.880005,16737.5293,12.08,11.44
2014/6/3,1924.23999,16722.33984,11.87,11.21
2014/6/2,1924.969971,16743.63086,11.58,11.08
2014/5/30,1923.569946,16717.16992,11.4,10.69
2014/5/29,1920.030029,16698.74023,11.57,10.94
2014/5/28,1909.780029,16633.17969,11.68,11.12
2014/5/27,1911.910034,16675.5,11.51,10.87
2014/5/23,1900.530029,16606.26953,11.36,10.47
2014/5/22,1892.48999,16543.08008,12.03,11.19
2014/5/21,1888.030029,16533.06055,11.91,11.15
2014/5/20,1872.829956,16374.30957,12.96,12.17
2014/5/19,1885.079956,16511.85938,12.42,11.53
2014/5/16,1877.859985,16491.31055,12.44,11.39
2014/5/15,1870.849976,16446.81055,13.17,12.08
2014/5/14,1888.530029,16613.9707,12.17,11.54
2014/5/13,1897.449951,16715.43945,12.13,11.4
2014/5/12,1896.650024,16695.4707,12.23,11.43
2014/5/9,1878.47998,16583.33984,12.92,12.12
2014/5/8,1875.630005,16550.9707,13.43,12.56
2014/5/7,1878.209961,16518.53906,13.4,12.63
2014/5/6,1867.719971,16401.01953,13.8,13.01
2014/5/5,1884.660034,16530.55078,13.29,12.55
2014/5/2,1881.140015,16512.89063,12.91,12.29
2014/5/1,1883.680054,16558.86914,13.25,12.47
2014/4/30,1883.949951,16580.83984,13.41,12.52
2014/4/29,1878.329956,16535.36914,13.71,12.76
2014/4/28,1869.430054,16448.74023,13.97,12.9
2014/4/25,1863.400024,16361.45996,14.06,13.07
2014/4/24,1878.609985,16501.65039,13.32,12.4
2014/4/23,1875.390015,16501.65039,13.27,12.36
2014/4/22,1879.550049,16514.36914,13.19,12.39
2014/4/21,1871.890015,16449.25,13.25,12.59
2014/4/17,1864.849976,16408.53906,13.36,12.42
2014/4/16,1862.310059,16424.84961,14.18,12.83
2014/4/15,1842.97998,16262.55957,15.61,14.13
2014/4/14,1830.609985,16173.24023,16.18,14.67
2014/4/11,1815.689941,16026.75,17.030001,15.51
2014/4/10,1833.079956,16170.21973,15.89,14.64
2014/4/9,1872.180054,16437.17969,13.82,12.87
2014/4/8,1851.959961,16256.13965,14.89,14.07
2014/4/7,1845.040039,16245.87012,15.57,14.51
2014/4/4,1865.089966,16412.71094,13.96,13.12
2014/4/3,1888.77002,16572.55078,13.37,12.73
2014/4/2,1890.900024,16573,13.09,12.51
2014/4/1,1885.52002,16532.60938,13.1,12.44
2014/3/31,1872.339966,16457.66016,13.88,13.16
2014/3/28,1857.619995,16323.05957,14.41,13.55
2014/3/27,1849.040039,16264.23047,14.62,13.72
2014/3/26,1852.560059,16268.99023,14.93,14.27
2014/3/25,1865.619995,16367.87988,14.02,13.57
2014/3/24,1857.439941,16276.69043,15.09,14.13
2014/3/21,1866.52002,16302.76953,15,14.29
2014/3/20,1872.01001,16331.04981,14.52,13.96
2014/3/19,1860.77002,16222.16992,15.12,14.5
2014/3/18,1872.25,16336.19043,14.52,14.06
2014/3/17,1858.829956,16247.21973,15.64,14.81
2014/3/14,1841.130005,16065.66992,17.82,16.76
2014/3/13,1846.339966,16108.88965,16.219999,15.54
2014/3/12,1868.199951,16340.08008,14.47,13.83
2014/3/11,1867.630005,16351.25,14.8,14.03
2014/3/10,1877.170044,16418.67969,14.2,13.65
2014/3/7,1878.040039,16452.7207,14.11,13.37
2014/3/6,1877.030029,16421.89063,14.21,13.46
2014/3/5,1873.810059,16360.17969,13.89,13.44
2014/3/4,1873.910034,16395.88086,14.1,13.55
2014/3/3,1845.72998,16168.03027,16,15.19
2014/2/28,1859.449951,16321.70996,14,13.22
2014/2/27,1854.290039,16272.65039,14.04,13.27
2014/2/26,1845.160034,16198.41016,14.35,13.7
2014/2/25,1845.119995,16179.66016,13.67,13.41
2014/2/24,1847.609985,16207.13965,14.23,13.81
2014/2/21,1836.25,16103.29981,14.68,14.2
2014/2/20,1839.780029,16133.23047,14.79,14.4
2014/2/19,1828.75,16040.55957,15.5,14.96
2014/2/18,1840.76001,16130.40039,13.87,13.7
2014/2/14,1838.630005,16154.38965,13.57,13.15
2014/2/13,1829.829956,16027.58984,14.14,13.83
2014/2/12,1819.26001,15963.94043,14.3,13.97
